,Fault Code,Device #,Wire #,"Custom
Text",Fault Text,Extended Description,PLC Tag,HMI Display,HMI,,,"Fault Tested
Initials & Date"
,F519,T8-1,,,"Lamps PS #1 Output Current Too Low. 
One Or More Lights May Be Burnt Out.","The XP power supply #1 measured output current is below the threshold. 
This is an indicator that one or more lamps are not functioning properly and may need to be replaced.",Lamps_XP_1.Input.Off_Flt.6,"F519   Lamps PS #1 Output Current Too Low. 
One Or More Lights May Be Burnt Out.
Device T8-1",Lamps_XP_1.Input.Off_Flt,7,,
,F520,T8-1,,,Lamps PS #1 PS Busy Fault,"The XP power supply #1 is reporting busy fault. Power supply was not able to respond.
Power cycle the unit.
Consult the XP power supply user manual for details.",Lamps_XP_1.Input.Off_Flt.7,"F520   Lamps PS #1 PS Busy Fault
Device T8-1",Lamps_XP_1.Input.Off_Flt,8,,
,F521,T8-1,,,Lamps PS #1 Fans/Airflow Fault,"The XP power supply #1 is reporting an air flow or fans alarm. Check for obstructions in and around the power supply and the enclosure.
Consult the XP power supply user manual for details.",Lamps_XP_1.Input.Off_Flt.8,"F521   Lamps PS #1 Fans/Airflow Fault
Device T8-1",Lamps_XP_1.Input.Off_Flt,9,,
,F522,T8-1,,,Lamps PS #1 Input Voltage/Current/Power Fault,"The XP power supply #1 is reporting input voltage, input current or input power fault.
Check input voltage supply. Power cycle the unit.
Consult the XP power supply user manual for details.",Lamps_XP_1.Input.Off_Flt.9,"F522   Lamps PS #1 Input Voltage/Current/Power Fault
Device T8-1",Lamps_XP_1.Input.Off_Flt,10,,
,F523,T8-1,,,Lamps PS #1 Output Voltage Fault,"The XP power supply #1 is reporting  voltage warning or fault. Check that the voltage limit is set to approximately 120V. Do not exceed 125V.
Consult the XP power supply user manual for details.",Lamps_XP_1.Input.Off_Flt.10,"F523   Lamps PS #1 Output Voltage Fault
Device T8-1",Lamps_XP_1.Input.Off_Flt,11,,
,F524,E40,,IP Address: 10.0.1.13,"Lamps Power Supply Communication Module Error.
Check Communication Between PLC And Anybus Module","PLC is unable to communicate with the Anybus communication module.
Check the following:
- Power to the Anybus module.
- Ethernet connection between the Anybus module and PLC
- Power cycle the Anybus unit.",Lamps_XP_1.Input.Off_Flt.11,"F524   Lamps Power Supply Communication Module Error.
Check Communication Between PLC And Anybus Module
Device E40     IP Address: 10.0.1.13",Lamps_XP_1.Input.Off_Flt,12,,
,F525,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.12",,Lamps_XP_1.Input.Off_Flt.12,"F525   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.12",Lamps_XP_1.Input.Off_Flt,13,,
,F526,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.13",,Lamps_XP_1.Input.Off_Flt.13,"F526   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.13",Lamps_XP_1.Input.Off_Flt,14,,
,F527,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.14",,Lamps_XP_1.Input.Off_Flt.14,"F527   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.14",Lamps_XP_1.Input.Off_Flt,15,,
,F528,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.15",,Lamps_XP_1.Input.Off_Flt.15,"F528   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.15",Lamps_XP_1.Input.Off_Flt,16,,
,F529,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.16",,Lamps_XP_1.Input.Off_Flt.16,"F529   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.16",Lamps_XP_1.Input.Off_Flt,17,,
,F530,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.17",,Lamps_XP_1.Input.Off_Flt.17,"F530   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.17",Lamps_XP_1.Input.Off_Flt,18,,
,F531,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.18",,Lamps_XP_1.Input.Off_Flt.18,"F531   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.18",Lamps_XP_1.Input.Off_Flt,19,,
,F532,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.19",,Lamps_XP_1.Input.Off_Flt.19,"F532   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.19",Lamps_XP_1.Input.Off_Flt,20,,
,F533,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.20",,Lamps_XP_1.Input.Off_Flt.20,"F533   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.20",Lamps_XP_1.Input.Off_Flt,21,,
,F534,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.21",,Lamps_XP_1.Input.Off_Flt.21,"F534   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.21",Lamps_XP_1.Input.Off_Flt,22,,
,F535,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.22",,Lamps_XP_1.Input.Off_Flt.22,"F535   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.22",Lamps_XP_1.Input.Off_Flt,23,,
,F536,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.23",,Lamps_XP_1.Input.Off_Flt.23,"F536   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.23",Lamps_XP_1.Input.Off_Flt,24,,
,F537,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.24",,Lamps_XP_1.Input.Off_Flt.24,"F537   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.24",Lamps_XP_1.Input.Off_Flt,25,,
,F538,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.25",,Lamps_XP_1.Input.Off_Flt.25,"F538   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.25",Lamps_XP_1.Input.Off_Flt,26,,
,F539,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.26",,Lamps_XP_1.Input.Off_Flt.26,"F539   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.26",Lamps_XP_1.Input.Off_Flt,27,,
,F540,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.27",,Lamps_XP_1.Input.Off_Flt.27,"F540   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.27",Lamps_XP_1.Input.Off_Flt,28,,
,F541,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.28",,Lamps_XP_1.Input.Off_Flt.28,"F541   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.28",Lamps_XP_1.Input.Off_Flt,29,,
,F542,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.29",,Lamps_XP_1.Input.Off_Flt.29,"F542   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.29",Lamps_XP_1.Input.Off_Flt,30,,
,F543,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.30",,Lamps_XP_1.Input.Off_Flt.30,"F543   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.30",Lamps_XP_1.Input.Off_Flt,31,,
,F544,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.31",,Lamps_XP_1.Input.Off_Flt.31,"F544   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.Off_Flt.31",Lamps_XP_1.Input.Off_Flt,32,,
,F545,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.0",,Lamps_XP_1.Input.On_Flt.0,"F545   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.0",Lamps_XP_1.Input.On_Flt,1,,
,F546,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.1",,Lamps_XP_1.Input.On_Flt.1,"F546   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.1",Lamps_XP_1.Input.On_Flt,2,,
,F547,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.2",,Lamps_XP_1.Input.On_Flt.2,"F547   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.2",Lamps_XP_1.Input.On_Flt,3,,
,F548,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.3",,Lamps_XP_1.Input.On_Flt.3,"F548   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.3",Lamps_XP_1.Input.On_Flt,4,,
,F549,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.4",,Lamps_XP_1.Input.On_Flt.4,"F549   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.4",Lamps_XP_1.Input.On_Flt,5,,
,F550,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.5",,Lamps_XP_1.Input.On_Flt.5,"F550   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.5",Lamps_XP_1.Input.On_Flt,6,,
,F551,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.6",,Lamps_XP_1.Input.On_Flt.6,"F551   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.6",Lamps_XP_1.Input.On_Flt,7,,
,F552,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.7",,Lamps_XP_1.Input.On_Flt.7,"F552   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.7",Lamps_XP_1.Input.On_Flt,8,,
,F553,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.8",,Lamps_XP_1.Input.On_Flt.8,"F553   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.8",Lamps_XP_1.Input.On_Flt,9,,
,F554,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.9",,Lamps_XP_1.Input.On_Flt.9,"F554   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.9",Lamps_XP_1.Input.On_Flt,10,,
,F555,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.10",,Lamps_XP_1.Input.On_Flt.10,"F555   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.10",Lamps_XP_1.Input.On_Flt,11,,
,F556,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.11",,Lamps_XP_1.Input.On_Flt.11,"F556   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.11",Lamps_XP_1.Input.On_Flt,12,,
,F557,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.12",,Lamps_XP_1.Input.On_Flt.12,"F557   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.12",Lamps_XP_1.Input.On_Flt,13,,
,F558,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.13",,Lamps_XP_1.Input.On_Flt.13,"F558   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.13",Lamps_XP_1.Input.On_Flt,14,,
,F559,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.14",,Lamps_XP_1.Input.On_Flt.14,"F559   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.14",Lamps_XP_1.Input.On_Flt,15,,
,F560,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.15",,Lamps_XP_1.Input.On_Flt.15,"F560   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.15",Lamps_XP_1.Input.On_Flt,16,,
,F561,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.16",,Lamps_XP_1.Input.On_Flt.16,"F561   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.16",Lamps_XP_1.Input.On_Flt,17,,
,F562,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.17",,Lamps_XP_1.Input.On_Flt.17,"F562   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.17",Lamps_XP_1.Input.On_Flt,18,,
,F563,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.18",,Lamps_XP_1.Input.On_Flt.18,"F563   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.18",Lamps_XP_1.Input.On_Flt,19,,
,F564,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.19",,Lamps_XP_1.Input.On_Flt.19,"F564   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.19",Lamps_XP_1.Input.On_Flt,20,,
,F565,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.20",,Lamps_XP_1.Input.On_Flt.20,"F565   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.20",Lamps_XP_1.Input.On_Flt,21,,
,F566,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.21",,Lamps_XP_1.Input.On_Flt.21,"F566   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.21",Lamps_XP_1.Input.On_Flt,22,,
,F567,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.22",,Lamps_XP_1.Input.On_Flt.22,"F567   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.22",Lamps_XP_1.Input.On_Flt,23,,
,F568,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.23",,Lamps_XP_1.Input.On_Flt.23,"F568   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.23",Lamps_XP_1.Input.On_Flt,24,,
,F569,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.24",,Lamps_XP_1.Input.On_Flt.24,"F569   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.24",Lamps_XP_1.Input.On_Flt,25,,
,F570,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.25",,Lamps_XP_1.Input.On_Flt.25,"F570   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.25",Lamps_XP_1.Input.On_Flt,26,,
,F571,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.26",,Lamps_XP_1.Input.On_Flt.26,"F571   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.26",Lamps_XP_1.Input.On_Flt,27,,
,F572,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.27",,Lamps_XP_1.Input.On_Flt.27,"F572   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.27",Lamps_XP_1.Input.On_Flt,28,,
,F573,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.28",,Lamps_XP_1.Input.On_Flt.28,"F573   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.28",Lamps_XP_1.Input.On_Flt,29,,
,F574,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.29",,Lamps_XP_1.Input.On_Flt.29,"F574   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.29",Lamps_XP_1.Input.On_Flt,30,,
,F575,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.30",,Lamps_XP_1.Input.On_Flt.30,"F575   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.30",Lamps_XP_1.Input.On_Flt,31,,
,F576,,,,"Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.31",,Lamps_XP_1.Input.On_Flt.31,"F576   Spare Fault Message
PLC Tag: Lamps_XP_1.Input.On_Flt.31",Lamps_XP_1.Input.On_Flt,32,,
"Lamps_XP_2

XP PS #2 Faults
",,,,,,,,,,,,
,F577,T8-2,,,"Lamps PS #2 Communication Fault.
Check Connection Between Anybus Module(E40) And
Lamp Power Supply.","PLC is unable to communicate with the XP power supply #2.
Check the following:
- Ethernet connection between the Anybus module and PLC
- Serial communication between Anybus and XP power supply.
- Power cycle the Anybus unit.
- Power Cycle the XP power supply unit.",Lamps_XP_2.Input.Off_Flt.0,"F577   Lamps PS #2 Communication Fault.
Check Connection Between Anybus Module(E40) And
Lamp Power Supply.
Device T8-2",Lamps_XP_2.Input.Off_Flt,1,,
,F578,T8-2,,,Lamps PS #2 AC Failure,"The XP power supply #2 unit is indicating a AC supply issue. This can occur during power cycling of the XP power supply unit. If the issue is not related to power cycling of the unit, support from XP power supply may be required.
Consult the XP power supply user manual for details.",Lamps_XP_2.Input.Off_Flt.1,"F578   Lamps PS #2 AC Failure
Device T8-2",Lamps_XP_2.Input.Off_Flt,2,,
,F579,T8-2,,,Lamps PS #2 Over Temperature Fault,"The XP power supply #2 is reporting an over temperature alarm. Check cooling in and around the power supply and the enclosure.
Consult the XP power supply user manual for details.",Lamps_XP_2.Input.Off_Flt.2,"F579   Lamps PS #2 Over Temperature Fault
Device T8-2",Lamps_XP_2.Input.Off_Flt,3,,
,F580,T8-2,,,Lamps PS #2 Iout Over Current Fault,"The XP power supply #2 is reporting an over current fault. Check for short circuits to the output of power supply.
Consult the XP power supply user manual for details.",Lamps_XP_2.Input.Off_Flt.3,"F580   Lamps PS #2 Iout Over Current Fault
Device T8-2",Lamps_XP_2.Input.Off_Flt,4,,
,F581,T8-2,,,Lamps PS #2 Vout Over Voltage Fault,"The XP power supply #2 is reporting an over voltage fault. Output voltage has exceeded the allowable limit. Check that the voltage limit is set to approximately 120V. Do not exceed 125V.
Consult the XP power supply user manual for details.",Lamps_XP_2.Input.Off_Flt.4,"F581   Lamps PS #2 Vout Over Voltage Fault
Device T8-2",Lamps_XP_2.Input.Off_Flt,5,,
,F582,T8-2,,,Lamps PS #2 Unknown Fault,"The XP power supply #2 has an unknown fault. 
Consult the XP power supply user manual for details.",Lamps_XP_2.Input.Off_Flt.5,"F582   Lamps PS #2 Unknown Fault
Device T8-2",Lamps_XP_2.Input.Off_Flt,6,,
,F583,T8-2,,,"Lamps PS #2 Output Current Too Low. 
One Or More Lights May Be Burnt Out.","The XP power supply #2 measured output current is below the threshold. 
This is an indicator that one or more lamps are not functioning properly and may need to be replaced.",Lamps_XP_2.Input.Off_Flt.6,"F583   Lamps PS #2 Output Current Too Low. 
One Or More Lights May Be Burnt Out.
Device T8-2",Lamps_XP_2.Input.Off_Flt,7,,
,F584,T8-2,,,Lamps PS #2 PS Busy Fault,"The XP power supply #2 is reporting busy fault. Power supply was not able to respond.
Power cycle the unit.
Consult the XP power supply user manual for details.",Lamps_XP_2.Input.Off_Flt.7,"F584   Lamps PS #2 PS Busy Fault
Device T8-2",Lamps_XP_2.Input.Off_Flt,8,,
,F585,T8-2,,,Lamps PS #2 Fans/Airflow Fault,"The XP power supply #2 is reporting an air flow or fans alarm. Check for obstructions in and around the power supply and the enclosure.
Consult the XP power supply user manual for details.",Lamps_XP_2.Input.Off_Flt.8,"F585   Lamps PS #2 Fans/Airflow Fault
Device T8-2",Lamps_XP_2.Input.Off_Flt,9,,
,F586,T8-2,,,Lamps PS #2 Input Voltage/Current/Power Fault,"The XP power supply #2 is reporting input voltage, input current or input power fault.
Check input voltage supply. Power cycle the unit.
Consult the XP power supply user manual for details.",Lamps_XP_2.Input.Off_Flt.9,"F586   Lamps PS #2 Input Voltage/Current/Power Fault
Device T8-2",Lamps_XP_2.Input.Off_Flt,10,,
,F587,T8-2,,,Lamps PS #2 Output Voltage Fault,"The XP power supply #2 is reporting voltage warning or fault. Check that the voltage limit is set to approximately 120V. Do not exceed 125V.
Consult the XP power supply user manual for details.",Lamps_XP_2.Input.Off_Flt.10,"F587   Lamps PS #2 Output Voltage Fault
Device T8-2",Lamps_XP_2.Input.Off_Flt,11,,
,F588,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.11",,Lamps_XP_2.Input.Off_Flt.11,"F588   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.11",Lamps_XP_2.Input.Off_Flt,12,,
,F589,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.12",,Lamps_XP_2.Input.Off_Flt.12,"F589   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.12",Lamps_XP_2.Input.Off_Flt,13,,
,F590,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.13",,Lamps_XP_2.Input.Off_Flt.13,"F590   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.13",Lamps_XP_2.Input.Off_Flt,14,,
,F591,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.14",,Lamps_XP_2.Input.Off_Flt.14,"F591   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.14",Lamps_XP_2.Input.Off_Flt,15,,
,F592,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.15",,Lamps_XP_2.Input.Off_Flt.15,"F592   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.15",Lamps_XP_2.Input.Off_Flt,16,,
,F593,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.16",,Lamps_XP_2.Input.Off_Flt.16,"F593   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.16",Lamps_XP_2.Input.Off_Flt,17,,
,F594,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.17",,Lamps_XP_2.Input.Off_Flt.17,"F594   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.17",Lamps_XP_2.Input.Off_Flt,18,,
,F595,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.18",,Lamps_XP_2.Input.Off_Flt.18,"F595   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.18",Lamps_XP_2.Input.Off_Flt,19,,
,F596,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.19",,Lamps_XP_2.Input.Off_Flt.19,"F596   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.19",Lamps_XP_2.Input.Off_Flt,20,,
,F597,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.20",,Lamps_XP_2.Input.Off_Flt.20,"F597   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.20",Lamps_XP_2.Input.Off_Flt,21,,
,F598,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.21",,Lamps_XP_2.Input.Off_Flt.21,"F598   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.21",Lamps_XP_2.Input.Off_Flt,22,,
,F599,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.22",,Lamps_XP_2.Input.Off_Flt.22,"F599   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.22",Lamps_XP_2.Input.Off_Flt,23,,
,F600,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.23",,Lamps_XP_2.Input.Off_Flt.23,"F600   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.23",Lamps_XP_2.Input.Off_Flt,24,,
,F601,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.24",,Lamps_XP_2.Input.Off_Flt.24,"F601   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.24",Lamps_XP_2.Input.Off_Flt,25,,
,F602,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.25",,Lamps_XP_2.Input.Off_Flt.25,"F602   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.25",Lamps_XP_2.Input.Off_Flt,26,,
,F603,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.26",,Lamps_XP_2.Input.Off_Flt.26,"F603   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.26",Lamps_XP_2.Input.Off_Flt,27,,
,F604,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.27",,Lamps_XP_2.Input.Off_Flt.27,"F604   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.27",Lamps_XP_2.Input.Off_Flt,28,,
,F605,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.28",,Lamps_XP_2.Input.Off_Flt.28,"F605   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.28",Lamps_XP_2.Input.Off_Flt,29,,
,F606,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.29",,Lamps_XP_2.Input.Off_Flt.29,"F606   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.29",Lamps_XP_2.Input.Off_Flt,30,,
,F607,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.30",,Lamps_XP_2.Input.Off_Flt.30,"F607   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.30",Lamps_XP_2.Input.Off_Flt,31,,
,F608,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.31",,Lamps_XP_2.Input.Off_Flt.31,"F608   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.Off_Flt.31",Lamps_XP_2.Input.Off_Flt,32,,
,F609,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.On_Flt.0",,Lamps_XP_2.Input.On_Flt.0,"F609   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.On_Flt.0",Lamps_XP_2.Input.On_Flt,1,,
,F610,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.On_Flt.1",,Lamps_XP_2.Input.On_Flt.1,"F610   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.On_Flt.1",Lamps_XP_2.Input.On_Flt,2,,
,F611,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.On_Flt.2",,Lamps_XP_2.Input.On_Flt.2,"F611   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.On_Flt.2",Lamps_XP_2.Input.On_Flt,3,,
,F612,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.On_Flt.3",,Lamps_XP_2.Input.On_Flt.3,"F612   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.On_Flt.3",Lamps_XP_2.Input.On_Flt,4,,
,F613,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.On_Flt.4",,Lamps_XP_2.Input.On_Flt.4,"F613   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.On_Flt.4",Lamps_XP_2.Input.On_Flt,5,,
,F614,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.On_Flt.5",,Lamps_XP_2.Input.On_Flt.5,"F614   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.On_Flt.5",Lamps_XP_2.Input.On_Flt,6,,
,F615,,,,"Spare Fault Message
PLC Tag: Lamps_XP_2.Input.On_Flt.6",,Lamps_XP_2.Input.On_Flt.6,"F615   Spare Fault Message
PLC Tag: Lamps_XP_2.Input.On_Flt.6",Lamps_XP_2.Input.On_Flt,7,,
